clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
27-Apr-16,C,4,18.12,I,AGG ROBBERY/DEADLY WEAPON     ,907 E ST JOHNS AVE                                                                                  ,78752,201621391,3-Jan-16,3126837,10094024,Robbery
5-Jan-16,N,5,13.03,D,THEFT                         ,1342 LAMAR SQUARE DR                                                                                ,78704,201630043,3-Jan-16,3107726,10065373,Theft
26-Feb-16,N,1,18.33,E,AGG ASSAULT                   ,11100 BLOCK N IH 35 SVRD NB                                                                         ,78753,201630044,3-Jan-16,3134137,10110134,Agg Assault
30-Jun-16,N,3,9.02,G,AGG ASSAULT                   ,N IH 35 SVRD NB / E CESAR CHAVEZ ST                                                                 ,78702,201630055,3-Jan-16,3116588,10068234,Agg Assault
3-Jan-16,C,3,23.04,H,BURGLARY OF VEHICLE           ,2425 ELMONT DR                                                                                      ,78741,201630056,3-Jan-16,3121195,10060509,Theft
4-Jan-16,N,2,24.13,F,AGG ASSAULT                   ,4509 E ST ELMO RD                                                                                   ,78744,201630059,3-Jan-16,3116165,10048034,Agg Assault
19-Jan-16,N,7,18.49,A,THEFT                         ,2600 GRACY FARMS LN                                                                                 ,78758,201630146,3-Jan-16,3123063,10120908,Theft
13-Jan-16,N,1,18.11,I,THEFT                         ,1815 CORONADO HILLS DR                                                                              ,78752,201630195,3-Jan-16,3132414,10091710,Theft
3-May-16,N,4,21.05,I,AGG ROBBERY/DEADLY WEAPON     ,1100 REINLI ST                                                                                      ,78723,201630201,3-Jan-16,3126350,10088845,Robbery
22-Jan-16,C,4,18.13,I,THEFT                         ,1030 NORWOOD PARK BLVD                                                                              ,78753,201630390,3-Jan-16,3129997,10096983,Theft
12-Jan-16,N,9,6.04,B,THEFT                         ,2300 GUADALUPE ST                                                                                   ,78705,201630404,3-Jan-16,3114430,10077498,Theft
6-Jan-16,N,1,22.08,C,BURG NON RESIDENCE SHEDS      ,7617 CHASM LAKE LN                                                                                  ,78724,201630420,3-Jan-16,3145996,10077989,Burglary
22-Jan-16,N,4,18.21,E,AUTO THEFT                    ,10106 QUAIL VALLEY BLVD                                                                             ,78758,201630453,3-Jan-16,3124150,10110961,Auto Theft
3-Jan-16,N,2,24.13,F,AUTO THEFT                    ,4600 NUCKOLS CROSSING RD                                                                            ,78744,201630457,3-Jan-16,3117292,10045926,Auto Theft
3-Jan-16,C,3,23.15,H,AUTO THEFT                    ,1905 CEDAR RIDGE DR                                                                                 ,78741,201630460,3-Jan-16,3117654,10058968,Auto Theft
4-Jan-16,N,4,18.13,I,THEFT                         ,1030 NORWOOD PARK BLVD                                                                              ,78753,201630480,3-Jan-16,3129997,10096983,Theft
18-Jan-16,N,5,17.12,D,AGG ASLT STRANGLE/SUFFOCATE   ,2204 W STASSNEY LN                                                                                  ,78745,201630497,3-Jan-16,3096370,10052079,Agg Assault
11-Jan-16,N,3,23.04,H,BURGLARY NON RESIDENCE        ,2525 S LAKESHORE BLVD                                                                               ,78741,201630506,3-Jan-16,3122296,10061643,Burglary
3-Jan-16,N,1,8.02,C,AUTO THEFT                    ,904 BEDFORD ST                                                                                      ,78702,201630558,3-Jan-16,3125264,10072349,Auto Theft
15-Jan-16,N,3,9.02,C,BURGLARY NON RESIDENCE        ,2700 E 5TH ST                                                                                       ,78702,201630564,3-Jan-16,3124015,10067100,Burglary
22-Mar-16,C,4,18.19,E,ROBBERY BY ASSAULT            ,9414 N LAMAR BLVD                                                                                   ,78758,201630574,3-Jan-16,3127650,10106327,Robbery
21-Jan-16,N,2,24.11,F,AGG ROBBERY BY ASSAULT        ,2315 TERI RD                                                                                        ,78744,201630649,3-Jan-16,3113206,10045679,Robbery
6-Jan-16,N,3,23.17,H,BURGLARY OF RESIDENCE         ,1109 S PLEASANT VALLEY RD                                                                           ,78741,201630667,3-Jan-16,3122711,10061235,Burglary
11-Feb-16,N,2,24.19,F,THEFT                         ,6201 SNEED CV                                                                                       ,78744,201630670,3-Jan-16,3108421,10043651,Theft
6-Jan-16,N,2,24.3,F,BURGLARY OF RESIDENCE         ,7613 LADYBUG ST                                                                                     ,78744,201630677,3-Jan-16,3112731,10034236,Burglary
19-Jan-16,C,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,201630735,3-Jan-16,3094135,10066586,Theft
6-Jan-16,N,3,23.13,H,BURGLARY OF RESIDENCE         ,2504 HUNTWICK DR                                                                                    ,78741,201630741,3-Jan-16,3119485,10055306,Burglary
5-Jan-16,C,4,21.05,I,THEFT BY SHOPLIFTING          ,5621 N IH 35 SVRD NB                                                                                ,78723,201630747,3-Jan-16,3125468,10088596,Theft
3-Jan-16,N,1,21.1,C,THEFT OF TRAILER              ,5800 TECHNI CENTER DR                                                                               ,78721,201630766,3-Jan-16,3136582,10075176,Theft
8-Jan-16,N,1,18.42,C,BURGLARY OF VEHICLE           ,12400 DRUMMOND DR                                                                                   ,78653,201630785,3-Jan-16,3154290,10109491,Theft
21-Jan-16,N,4,18.06,E,BURGLARY NON RESIDENCE        ,8227 N LAMAR BLVD                                                                                   ,78753,201630802,3-Jan-16,3124668,10101307,Burglary
16-Jul-16,O,2,24.24,F,SEXUAL ASSAULT W/ OBJECT      ,,78745,201630815,3-Jan-16,,,Rape
9-Feb-16,N,3,23.15,H,AGG ASSAULT                   ,2222 E OLTORF ST                                                                                    ,78741,201630834,3-Jan-16,3118305,10057063,Agg Assault
7-Jan-16,C,7,18.48,A,THEFT BY SHOPLIFTING          ,12707 N MOPAC EXPY NB                                                                               ,78727,201630875,3-Jan-16,3126499,10127412,Theft
3-Jan-16,C,3,23.04,H,THEFT                         ,2508 E RIVERSIDE DR                                                                                 ,78741,201630900,3-Jan-16,3120959,10059177,Theft
16-Jan-16,N,9,11,G,AGG ASSAULT                   ,823 W 11TH ST                                                                                       ,78701,201630919,3-Jan-16,3111777,10073282,Agg Assault
3-Jan-16,N,4,18.11,I,AUTO THEFT                    ,1521 REAGAN HILL DR                                                                                 ,78752,201630933,3-Jan-16,3130767,10092120,Auto Theft
8-Feb-16,N,1,18.56,C,THEFT                         ,11925 KILMARTIN LN                                                                                  ,78653,201630976,3-Jan-16,3155531,10105905,Theft
3-Jan-16,C,9,23.08,H,AGG ASSAULT                   ,E OLTORF ST / S IH 35 SVRD SB                                                                       ,78704,201630988,3-Jan-16,3114966,10058321,Agg Assault
11-Jan-16,C,7,18.39,E,THEFT                         ,12900 N IH 35 SVRD NB                                                                               ,78753,201630994,3-Jan-16,3135064,10123641,Theft
20-Jan-16,N,7,18.39,E,THEFT BY SHOPLIFTING          ,500 CANYON RIDGE DR                                                                                 ,78753,201631094,3-Jan-16,3135499,10121166,Theft
6-Jan-16,N,5,24.23,F,BURGLARY OF RESIDENCE         ,1023 WESSEX WAY                                                                                     ,78748,201631144,3-Jan-16,3094987,10038738,Burglary
23-Feb-16,C,4,21.04,I,RAPE OF A CHILD               ,,78723,2016190791,19-Jan-16,,,Rape
4-Jan-16,N,3,23.14,H,AUTO THEFT                    ,2207 WICKERSHAM LN                                                                                  ,78741,201631184,3-Jan-16,3121646,10056710,Auto Theft
28-Jan-16,C,2,24.11,F,AGG RAPE OF A CHILD           ,,78744,201631303,3-Jan-16,,,Rape
11-Jan-16,C,4,18.13,I,THEFT BY SHOPLIFTING          ,1030 NORWOOD PARK BLVD                                                                              ,78753,201631337,3-Jan-16,3129997,10096983,Theft
25-May-16,N,2,24.24,F,BURGLARY OF RESIDENCE         ,807 BUCKINGHAM PL                                                                                   ,78745,201631374,3-Jan-16,3099599,10044396,Burglary
5-May-16,N,4,18.22,E,ROBBERY BY ASSAULT            ,800 BLOCK N MEADOWS DR                                                                              ,78758,201631375,3-Jan-16,3129329,10110062,Robbery
5-May-16,N,4,18.2,E,ROBBERY BY ASSAULT            ,1611 COLONY CREEK DR                                                                                ,78758,201631417,3-Jan-16,3122862,10106950,Robbery
16-Feb-16,N,3,23.18,H,BURGLARY OF RESIDENCE         ,4700 E RIVERSIDE DR                                                                                 ,78741,201631418,3-Jan-16,3122189,10058144,Burglary
10-Jan-16,C,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,201631433,3-Jan-16,3100423,10033116,Theft
19-Jan-16,N,6,204.08,A,THEFT BY SHOPLIFTING          ,10207 LAKE CREEK PKWY                                                                               ,78729,20165000205,3-Jan-16,3096923,10140658,Theft
4-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,1901 ONION CREEK PKWY                                                                               ,78748,20165000211,3-Jan-16,3097241,10022889,Theft
8-Jan-16,N,7,18.45,E,BURGLARY OF VEHICLE           ,12113 METRIC BLVD                                                                                   ,78758,20165000214,3-Jan-16,3127286,10120469,Theft
12-Apr-16,N,6,17.85,A,THEFT                         ,13005 HEINEMANN DR                                                                                  ,78727,20165000215,3-Jan-16,3112215,10133423,Theft
4-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,1901 ONION CREEK PKWY                                                                               ,78748,20165000219,3-Jan-16,3097241,10022889,Theft
4-Jan-16,N,2,24.22,F,BURGLARY OF VEHICLE           ,6812 S CONGRESS AVE                                                                                 ,78745,20165000221,3-Jan-16,3103148,10042717,Theft
4-Jan-16,N,5,24.21,F,BURGLARY OF VEHICLE           ,10001 S 1ST ST                                                                                      ,78748,20165000223,3-Jan-16,3097404,10031430,Theft
7-Jan-16,N,9,16.05,B,BURGLARY OF VEHICLE           ,2102 HARTFORD RD                                                                                    ,78703,20165000225,3-Jan-16,3108677,10077727,Theft
5-Jan-16,N,5,20.04,D,THEFT                         ,3628 MANCHACA RD                                                                                    ,78704,20165000227,3-Jan-16,3101481,10059258,Theft
4-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,11001 S 1ST ST                                                                                      ,78748,20165000229,3-Jan-16,3096109,10025679,Theft
14-Jan-16,N,4,18.12,I,BURGLARY OF VEHICLE           ,6505 N IH 35 SVRD NB                                                                                ,78752,20165000230,3-Jan-16,3125788,10092237,Theft
5-Jan-16,N,8,17.49,D,THEFT                         ,6210 W WILLIAM CANNON DR                                                                            ,78749,20165000234,3-Jan-16,3076296,10056503,Theft
15-Jan-16,N,1,21.07,C,THEFT                         ,3607 MANOR RD                                                                                       ,78723,20165000235,3-Jan-16,3128419,10078747,Theft
11-Feb-16,N,9,23.04,H,THEFT                         ,1818 S LAKESHORE BLVD                                                                               ,78741,20165000236,3-Jan-16,3119133,10062580,Theft
8-Jan-16,N,4,18.23,E,BURGLARY OF VEHICLE           ,701 W LONGSPUR BLVD                                                                                 ,78753,20165000238,3-Jan-16,3129181,10106923,Theft
