,Zipcode,Population,Median Age,Household Income,Per Capita Income
790,03779,864,45.2,79063,35038
791,03780,365,55.7,43846,26501
792,03781,2083,43,89881,40780
793,03782,2944,48.8,66519,37611
794,03784,3893,38.4,57227,34754
795,03785,2909,42.5,48661,18629
796,03801,21598,41,65230,39239
797,03809,3566,42.1,60538,26921
798,03810,1648,49.7,58750,36143
799,03811,6739,48.2,81515,41143
800,03812,690,50.2,40038,20592
801,03813,3490,45.7,50152,25479
802,03814,2234,45.4,46462,22106
803,03816,1450,48.1,58194,28496
804,03817,786,50.3,53676,48178
805,03818,3848,45.1,39141,23271
806,03819,4379,41.2,80665,29699
807,03820,29907,35.6,57570,31797
808,03823,1927,35.6,82083,30049
809,03824,14508,20.7,69333,24336
810,03825,8445,37.2,79892,30014
811,03826,2660,42.5,92833,35556
812,03827,3051,46,85313,42748
813,03830,1235,56.5,29634,21760
814,03832,413,56.1,57917,29899
815,03833,20823,43.4,76180,38538
816,03835,6726,38.5,54266,26385
817,03836,1077,59.5,47375,32537
818,03837,1138,40.1,40833,27174
819,03838,1166,42.9,45455,27374
820,03839,3795,39.7,56773,27076
821,03840,3533,42.9,79205,45333
822,03841,6199,47,87500,41466
823,03842,15260,47.2,70234,41084
824,03844,2247,43.4,114375,57770
825,03845,990,48.4,49338,28167
826,03846,874,54.7,65852,38642
827,03847,185,30.9,77857,40831
828,03848,6034,41.7,69659,30539
829,03849,1307,46.5,54583,31384
830,03850,276,60.3,51364,32483
831,03851,3914,37.9,59514,41980
832,03852,646,41.1,41786,15516
833,03853,868,56.9,69167,46601
834,03854,941,53.9,103462,83682
835,03855,2614,44.5,82212,31361
836,03856,1862,39.2,123333,50351
837,03857,8986,35.8,62685,33421
838,03858,4596,39,87610,32027
839,03860,4111,38.4,44429,26334
840,03861,4337,44.2,73448,40895
841,03862,4316,47.3,75268,48534
842,03864,1845,36.3,43050,16976
843,03865,7667,44,72869,35390
844,03867,20295,42.6,52268,28949
845,03868,5827,42.8,51638,24860
846,03869,2522,40.7,65625,35336
847,03870,5282,49,90494,56399
848,03871,39,24.4,47679,25267
849,03872,3834,44.3,46071,26080
850,03873,5625,36.4,82390,31351
851,03874,8876,47.3,55449,30371
852,03875,919,49.7,54821,33656
853,03878,11859,36.1,51421,25048
854,03882,1461,44.8,47500,19605
855,03883,88,44.4,123203,50357
856,03884,3944,40.5,87083,32169
857,03885,7208,42.9,118015,51674
858,03886,1970,45.2,36282,22927
859,03887,2175,42.6,45769,21383
860,03890,283,44.4,14393,14053
861,03894,6302,52.8,64084,34439
862,03901,7218,38.4,63139,25558
863,03902,1962,49.2,84896,39679
864,03903,6219,45.7,76620,40229
865,03904,8054,43.6,52604,31329
866,03905,1519,51.3,56923,29838
867,03906,4568,43.9,63525,27099
868,03907,1174,57.1,56591,44732
869,03908,7219,39.2,77613,31435
870,03909,10342,47.8,63602,35599
871,03910,136,52.5,28993,16444
872,03911,222,53.8,9922,80130
873,04001,2237,45.4,54840,28257
874,04002,7335,44.1,61422,27007
875,04003,656,49.6,46705,21308
876,04005,23525,37.9,45394,24790
877,04006,30,49.3,9432,30853
878,04008,2716,43.2,66389,28193
879,04009,5179,48.5,36971,21547
880,04010,1358,42.1,43816,20484
881,04011,20457,40.2,50733,29288
882,04015,3707,45.9,54014,25026
883,04017,263,59.6,57500,39398
884,04019,72,13.5,,
885,04020,1546,43.9,49583,20897
886,04021,5933,39.4,83542,43966
887,04022,1053,49.4,42361,23560
888,04024,622,41.8,52500,21878
889,04027,5984,39.6,51822,22497
890,04029,1609,48.2,51000,25652
891,04030,2100,41.1,47066,19791
892,04032,7899,44.6,63564,37473
893,04037,3877,36.9,40429,19752
894,04038,16217,37.4,69008,28038
895,04039,7107,37.9,71157,32897
896,04040,3040,48.1,48036,26482
897,04041,1704,42.9,44940,18746
898,04042,4290,42.9,62958,24609
899,04043,10844,48.8,71757,39296
900,04046,7526,46.5,61843,33831
901,04047,1649,43.6,50692,23947
902,04048,2930,31,58017,19638
903,04049,3607,40.9,57319,24227
904,04050,329,52.7,40750,25669
905,04051,1052,48.5,54844,27956
906,04055,3806,42.7,55633,25867
907,04056,128,45.5,32344,17118
908,04057,9,,,
909,04061,3429,34,67554,24403
910,04062,16851,36.9,63037,28261
911,04063,259,60.4,14241,22211
912,04064,8452,45.8,47060,29076
913,04066,344,69.4,76000,39771
914,04068,1591,45.4,45227,26412
915,04069,1427,43,61587,30879
916,04071,5168,43.9,66102,33941
917,04072,18455,39.7,55873,27326
918,04073,16294,39.2,44002,22017
919,04074,18685,43.8,78227,40581
920,04076,2659,44.2,58196,23949
921,04079,3814,52.6,65000,33698
922,04083,4648,42.7,43886,22329
923,04084,8339,40.1,68908,26490
924,04085,1513,44.7,59595,27588
925,04086,8869,45.1,63913,32664
926,04087,2067,37.5,68205,26315
927,04088,2141,33.6,47228,18311
928,04090,9643,49.5,63117,31538
929,04091,904,41.8,58409,23690
930,04092,17410,41.1,46363,27705
931,04093,8035,39.8,55099,27022
932,04095,1252,40.7,38684,20170
933,04096,8383,43.3,79472,46368
934,04097,3555,40.3,73438,35909
935,04101,17646,31.9,28355,24011
936,04102,16629,36.8,47728,30681
937,04103,30857,39.6,54575,30881
938,04105,11100,45.7,92784,47659
939,04106,25048,39.9,52940,28757
940,04107,9021,46.9,78867,51785
941,04108,919,55.3,70089,46980
942,04109,117,69,64542,33809
943,04110,1259,47.5,110000,77060
944,04210,23180,40.1,43979,25279
945,04216,515,49.4,32813,17123
946,04217,3096,42.9,46359,22648
947,04219,1436,43.5,38750,19481
948,04220,2744,43.8,39079,22436
949,04221,1183,43.8,41193,18930
950,04222,3821,38.7,80741,31546
951,04224,2977,44.2,42708,21137
952,04226,146,48.3,36563,21759
953,04227,38,57.4,59531,23455
954,04228,19,28,,
955,04231,171,59.2,54500,28282
956,04234,105,15.5,,
957,04236,4344,42.8,64036,26394
958,04237,154,50.5,27344,20719
959,04238,1409,34.7,57500,24748
960,04239,4883,39.1,45480,19789
961,04240,36629,37.8,37941,20942
962,04250,4055,43.1,43274,24486
963,04252,5010,39,47068,21822
964,04253,2162,41.7,48016,24883
965,04254,3181,37.3,34904,18053
966,04255,970,33.2,47250,20763
967,04256,3060,42.5,55989,22645
968,04257,2727,45.5,33188,18739
969,04258,2583,39,70644,27767
970,04259,3129,42,51837,23827
971,04260,5489,39.3,65518,25370
972,04261,450,47.5,47083,23349
973,04263,2066,40.5,59630,23693
974,04265,990,31.8,70417,30478
975,04267,56,52.5,20000,8964
976,04268,5019,46.2,40063,27984
977,04270,5890,41.6,39670,20142
978,04271,0,,,
979,04274,5346,42.6,56273,28685
980,04275,441,53.2,46103,24290
981,04276,5955,47,32600,20605
982,04280,6645,38.3,52127,21860
983,04281,5177,45.6,39628,21780
984,04282,5684,42.5,63704,27017
985,04284,976,51.8,55000,33771
986,04285,408,53.4,44500,22034
987,04286,100,59,19861,24818
988,04287,3216,38,65233,25818
989,04289,2062,38.8,45543,18990
990,04290,1553,47.5,40517,23963
991,04292,874,47.4,41343,19364
992,04294,4094,44.2,37828,22924
993,04330,26080,42.3,39634,23086
994,04342,1872,48.6,55429,30479
995,04343,72,51.6,240441,63879
996,04344,2871,37.8,48750,23826
997,04345,11628,42,50880,26246
998,04346,2061,50.8,45039,23892
999,04347,2570,47.2,59125,41190
1000,04348,2977,46.6,49817,28621
1001,04349,1158,50.4,54853,29652
1002,04350,3574,39.2,61331,25354
1003,04351,2582,45.8,64776,35524
1004,04352,1429,48.9,57000,26794
1005,04353,2411,43.5,54602,22569
1006,04354,1517,44.3,55156,24478
1007,04355,2584,43.1,70223,26195
1008,04357,3426,44.7,58140,26124
1009,04358,4221,43.6,47500,24430
1010,04359,396,55.4,73611,37001
1011,04360,625,37.8,41528,21773
1012,04363,2546,40.5,49043,26596
1013,04364,6059,44.5,59621,27375
1014,04401,44907,38,41873,26138
1015,04406,659,50.3,37667,22576
1016,04408,139,44.8,47143,28735
1017,04410,1057,40.5,42708,20508
1018,04411,1359,43.4,44663,22135
1019,04412,9457,42.3,46080,27242
1020,04413,186,47.5,45156,26031
1021,04414,1433,46,33021,18774
1022,04415,138,50.3,42000,23291
1023,04416,5497,40.5,49715,21785
1024,04417,392,58.5,25500,16469
1025,04418,1566,41.7,36544,17742
1026,04419,2759,40.2,48681,23586
1027,04421,1693,20.9,52059,17979
1028,04422,1534,31.4,43542,15034
1029,04424,909,47.4,37083,17298
1030,04426,4689,48.9,40025,21264
1031,04427,2801,38.9,42344,18911
1032,04428,3106,43.9,48333,23082
1033,04429,4847,45.1,59909,30452
1034,04430,1917,45.3,34191,19090
1035,04431,66,60.1,25278,21271
1036,04434,1290,40.2,51029,21755
1037,04435,1120,44.8,43073,18468
1038,04438,1303,39.2,41953,18824
1039,04441,2008,52.1,41458,27815
1040,04442,71,68.3,33618,21521
1041,04443,2574,43.7,31715,17601
1042,04444,8767,39.9,71226,32182
1043,04448,1342,43.5,32563,17982
1044,04449,1345,38.7,45446,20991
1045,04450,1162,44.8,43203,25766
1046,04451,261,46.4,32083,17754
1047,04453,725,42.8,36563,18080
1048,04454,73,43.6,24167,15315
1049,04455,1182,41.4,49375,17851
1050,04456,2793,36.2,55943,23876
1051,04457,5852,40.8,34280,17758
1052,04459,1167,47.6,27159,14686
1053,04460,1395,45.1,36902,19346
1054,04461,3069,40.9,48716,19884
1055,04462,4965,51.1,39286,19650
1056,04463,2631,45.7,27991,18030
1057,04464,648,50.1,33667,20344
1058,04468,9540,32.9,34438,19363
1059,04469,2642,19.4,,3668
1060,04471,497,54,24726,17887
1061,04472,1979,46.3,50000,29317
1062,04473,7596,24,38750,23396
1063,04474,3722,44,62207,27964
1064,04475,515,50.3,40250,19129
1065,04476,1057,57.3,41111,31154
1066,04478,316,52.4,33226,17336
1067,04479,1421,48.3,35625,23429
1068,04481,542,50.6,42361,21925
1069,04485,326,40.4,28750,17291
1070,04487,813,49.3,24583,15710
1071,04488,1249,41.6,50921,24827
1072,04489,207,46.1,88578,38923
1073,04490,264,43.6,41250,18283
1074,04491,129,49.4,32656,18959
1075,04492,136,48.4,22917,17629
1076,04493,1877,44.1,47039,23239
1077,04495,389,49.9,38125,22058
1078,04496,3761,35.7,53102,23365
1079,04497,396,45.7,32188,15820
1080,04530,11028,43.3,48212,27596
1081,04535,576,49.7,55673,36300
1082,04537,2020,41.8,49716,23352
1083,04538,2147,53.2,46750,36117
1084,04539,1255,46.5,57102,31713
1085,04541,62,64.6,131250,67255
1086,04543,2241,42.3,43346,24375
1087,04544,700,66.2,54417,34757
1088,04547,1135,54,45903,23726
1089,04548,826,51.4,51250,26919
1090,04551,824,47.6,50227,28693
1091,04553,1728,48.2,47656,28475
1092,04554,645,67.9,41250,30337
1093,04555,1551,47.4,56350,29467
1094,04556,1088,46.5,58750,28149
1095,04558,291,55.1,16389,120350
1096,04562,2392,47.9,58859,26821
1097,04563,1291,42.8,46944,25975
1098,04564,510,59.4,73056,47012
1099,04568,528,60.8,49375,33546
1100,04570,0,,,
1101,04571,404,42.1,61616,43676
1102,04572,5082,43.1,43174,23068
1103,04573,448,47.1,62083,28247
1104,04574,1483,47,44167,21121
1105,04575,134,68.5,97941,52330
1106,04576,509,59.5,50368,39183
1107,04578,4539,43.8,42338,23806
1108,04579,3073,41.7,55179,25677
1109,04605,12564,45,47493,27104
1110,04606,1164,46.7,41875,23792
1111,04607,1049,46.8,40208,24436
1112,04609,5038,46.8,63605,31562
1113,04611,507,47.9,32708,21036
1114,04612,688,35,37750,26685
1115,04613,175,40.5,50804,24231
1116,04614,2552,50.8,45074,32789
1117,04616,967,51.8,46490,28582
1118,04617,921,55.4,49100,30580
1119,04619,3167,48.9,31998,21049
1120,04622,1322,47.4,36250,18699
1121,04623,1019,47.3,34773,20754
1122,04624,170,67.1,49091,39873
1123,04625,52,31.8,19167,22565
1124,04626,603,35.4,28750,15636
1125,04627,1738,49.2,37708,25364
1126,04628,677,46,25500,17370
1127,04629,109,51,132841,36943
1128,04630,1310,44.8,40000,20005
1129,04631,1406,53.6,28654,20846
1130,04634,2031,44.5,41776,21257
1131,04635,57,26.4,28750,18518
1132,04637,153,62.3,43125,30145
1133,04640,2036,49.1,46129,31876
1134,04642,81,62.9,57083,167958
1135,04643,1079,41.9,40536,15816
1136,04644,176,43.2,37171,17355
1137,04645,78,45.5,37250,25009
1138,04646,59,40.8,50000,35188
1139,04648,584,42.2,37986,18867
1140,04649,1362,49.3,38601,19714
1141,04650,222,57.1,42321,30693
1142,04652,1765,52.5,32563,20768
1143,04653,505,50,35250,24762
1144,04654,3484,31.6,32490,17446
1145,04655,1180,43.5,42237,19004
1146,04657,353,54,39688,24823
1147,04658,1325,46.9,37321,19768
1148,04660,1179,46.7,56250,33105
1149,04662,393,60.8,33250,33445
1150,04664,1271,43.5,50536,24628
1151,04666,1281,46.6,35950,20702
1152,04667,1504,37.6,31109,15065
1153,04668,1734,36,30298,16199
1154,04669,174,61.9,34605,28125
1155,04671,609,51.2,40714,19409
1156,04673,166,34.5,50583,18852
1157,04674,585,45.6,37902,20597
1158,04675,347,44.9,84013,32475
1159,04676,983,46.5,37500,19613
1160,04677,243,53.4,44375,36669
1161,04679,1865,45.4,32639,25461
1162,04680,1043,46.1,40592,20082
1163,04681,1169,47.2,43711,22906
1164,04683,58,58.5,47273,74216
1165,04684,1634,45.1,53429,27619
1166,04685,413,45.9,56563,28320
1167,04686,78,51.1,38750,24926
1168,04691,497,48,46645,22150
1169,04693,473,55.2,37904,25351
1170,04694,2116,48.4,45787,24752
1171,04730,10048,44.3,35722,18703
1172,04732,1724,42.9,35063,19813
1173,04733,165,54.1,43889,20065
1174,04734,753,41.4,40469,18879
1175,04735,759,44.1,30481,14274
1176,04736,9850,42.9,41591,23189
1177,04739,963,52.1,38828,21650
1178,04740,1204,41.6,35750,20331
1179,04741,0,,,
1180,04742,3505,41.8,29714,19186
1181,04743,4638,43.4,39358,21913
1182,04745,1104,51.9,43839,21123
1183,04746,479,47.3,34125,18494
1184,04747,1495,45.9,37841,19743
1185,04750,2661,39.4,30863,17061
1186,04756,3653,48.3,34198,21095
1187,04757,2796,42.4,51250,25269
1188,04758,1613,40.2,36750,19085
1189,04760,678,44.4,40921,19732
1190,04761,563,50.7,38429,24458
1191,04762,543,50.2,44250,20183
1192,04763,675,49.9,31161,19265
1193,04764,46,65.7,41250,25430
1194,04765,1354,48.3,36250,22441
1195,04766,395,40.1,43125,16790
1196,04768,397,52.7,35625,25749
1197,04769,9677,40.2,39018,22107
1198,04772,798,52.3,36172,20503
1199,04773,459,55.9,32109,20704
1200,04774,629,56.8,27284,18806
1201,04776,858,49.6,38491,18118
1202,04777,467,42.5,26071,13331
1203,04779,415,48.4,59271,24483
1204,04780,793,33.5,37321,17322
1205,04781,567,45.3,42639,20664
1206,04783,384,60.6,32292,21038
1207,04785,3190,49.7,27267,19499
1208,04786,1959,44.1,33375,18960
1209,04787,482,46.4,34375,18049
1210,04841,7372,46.2,33038,20134
1211,04843,4932,53.8,51375,40707
1212,04847,1596,41.1,56912,23175
1213,04848,597,57.5,56250,41897
1214,04849,3422,50.9,46597,29029
1215,04851,65,39.4,48611,23435
1216,04852,37,54.3,22188,17195
1217,04853,468,44.9,66719,30480
1218,04854,1570,49.9,53000,31820
1219,04855,208,61.6,27035,23468
1220,04856,3382,45.5,59464,32982
1221,04858,1555,41.4,45865,25841
1222,04859,642,47.5,55292,22871
1223,04860,1797,52.5,47841,28532
1224,04861,2854,42,49219,23965
1225,04862,3735,43.9,51641,23187
1226,04863,1117,48.5,47188,30766
1227,04864,4692,39.8,51290,21703
1228,04901,26294,40.1,38669,21544
1229,04910,1879,43.1,48667,25015
1230,04911,2028,36.6,29879,16322
1231,04912,1170,37.3,33938,15450
1232,04915,8934,45.7,38121,22619
1233,04917,2894,41.9,54191,28199
1234,04918,288,60.7,59583,31446
1235,04920,1698,50,26994,18246
1236,04921,1617,42.8,37903,26844
1237,04922,1296,44.1,29821,16531
1238,04923,557,49.9,34677,18477
1239,04924,2218,44.3,34792,18301
1240,04925,63,56.7,44750,38633
1241,04926,90,48.1,9712,
1242,04927,3485,38.9,34712,19310
1243,04928,2311,41.5,47623,21334
1244,04929,753,45.6,40368,23403
1245,04930,4458,43.4,45102,20032
1246,04932,1101,46.2,55750,27053
1247,04933,0,,,
1248,04936,278,59.8,47813,26659
1249,04937,6703,41.7,46288,23751
1250,04938,9910,37.2,37406,20974
1251,04939,1065,39.8,36667,17783
1252,04940,46,,,
1253,04941,1699,41.8,32734,17647
1254,04942,1173,50.6,28833,17733
1255,04943,1920,45.2,32932,19374
1256,04944,30,74,,
1257,04945,1209,48.5,44531,22217
1258,04947,1616,45.3,43173,26819
1259,04949,787,44.5,53092,22273
1260,04950,4830,45.7,36677,24225
1261,04951,1007,45.9,43542,22674
1262,04952,1926,40.8,45500,22263
1263,04953,3276,47.3,37500,22025
1264,04955,1497,43.8,41250,20219
1265,04956,734,47.3,47232,22808
1266,04957,4194,42.6,44663,23502
1267,04958,1894,46,30357,18386
1268,04961,933,53.4,38144,22867
1269,04962,154,27.8,11058,8959
1270,04963,7128,41.3,53207,29565
1271,04964,189,57.9,44306,30766
1272,04965,2145,42.5,40481,19352
1273,04966,1940,46.1,39348,19604
1274,04967,4256,38,44485,22162
1275,04969,1231,40.7,46500,21777
1276,04970,1536,49.4,44097,27945
1277,04971,1873,43,43385,19517
1278,04973,1472,43,38100,20265
1279,04974,2641,41.6,40625,20033
1280,04975,0,,,
1281,04976,10104,42.4,35278,20533
1282,04978,744,48.2,51339,25079
1283,04979,1087,44.6,38278,19433
1284,04981,2146,45.8,41523,25921
1285,04982,594,34,34485,17235
1286,04983,1731,45,38405,21368
1287,04984,619,47.4,47900,21605
1288,04985,65,56.4,34464,29288
1289,04986,1674,37.8,37328,19761
1290,04987,866,45.1,45714,19422
1291,04988,2145,33.2,31573,17771
1292,04989,4172,43.8,49906,25636
1293,04992,67,,,3648
1294,05001,9368,42.8,51822,28484
1295,05031,97,61.1,113250,52436
1296,05032,3086,45.7,53102,26558
1297,05033,2680,41.6,44409,25931
1298,05034,191,55.2,70000,35550
1299,05035,481,50,54464,30454
1300,05036,901,47.9,61484,28427
1301,05037,533,46.6,59712,34020
1302,05038,1378,43.6,47321,25468
1303,05039,846,48.1,52083,27133
1304,05040,522,43.4,48889,22413
1305,05041,725,13.8,56875,10835
1306,05042,625,42.7,45179,24622
1307,05043,939,42.4,72348,31320
1308,05045,2067,42.4,56277,27543
1309,05046,1012,41.8,43696,24206
1310,05048,2557,46,67850,33487
1311,05050,185,43.8,46923,21759
1312,05051,1714,48.3,52375,27836
1313,05052,201,49.3,52813,32621
1314,05053,435,52.8,62500,35230
1315,05055,3433,41.3,87833,46272
1316,05056,472,46.1,57000,34755
1317,05058,266,35.2,54464,24932
1318,05059,658,50.4,53816,66762
1319,05060,4355,45.5,44550,26330
1320,05061,1371,21.7,64063,20734
1321,05062,715,47.9,59063,28237
1322,05065,1197,39.3,43750,25786
1323,05067,214,54.4,68438,39679
1324,05068,3154,38.2,40300,23600
1325,05069,589,40.1,64500,25844
1326,05070,533,52.3,63750,39988
1327,05071,452,47.3,85556,51647
1328,05072,527,49.8,45227,33064
1329,05075,1049,49,87500,44384
1330,05076,545,36.8,51346,20355
1331,05077,1136,46.6,53846,27971
1332,05079,590,37,42438,22811
1333,05081,487,39.3,41875,22883
1334,05083,103,52.7,34219,17487
1335,05084,55,70.4,54211,32282
1336,05086,776,45.2,42174,18780
1337,05089,5026,44.4,53424,27196
1338,05091,3270,51.9,68750,40508
1339,05101,4942,42.2,41184,22206
1340,05141,61,60.8,41429,24830
1341,05142,777,41.6,54286,22595
1342,05143,4140,50.4,44947,31402
1343,05146,658,50,45469,37168
1344,05148,1145,44.1,55938,26251
1345,05149,2243,45.3,45625,26310
1346,05150,929,50.6,42337,26328
1347,05151,1407,47.9,57944,25297
1348,05152,450,44.5,41058,33876
1349,05153,653,52.4,37120,21642
1350,05154,643,42.3,62708,43700
1351,05155,609,50,44355,29987
1352,05156,9275,42.6,48678,24962
1353,05158,1348,42.7,63281,25006
1354,05161,546,57.5,53750,36502
1355,05201,14742,39.6,40157,23344
1356,05250,3534,47.4,54354,32914
1357,05251,1556,52.1,68826,39892
1358,05252,290,52.1,61500,33735
1359,05253,414,54.3,41417,45813
1360,05254,396,50.9,128750,56004
1361,05255,3990,47.1,47442,33426
1362,05257,2798,34.5,44750,22285
1363,05260,416,41.7,64286,25463
1364,05261,2705,44.1,60000,27144
1365,05262,2554,49.2,59399,29678
1366,05301,16692,43.9,45816,27823
1367,05340,560,54.5,58750,36733
1368,05341,458,53.6,56579,31091
1369,05342,548,51,56389,29926
1370,05343,854,44.3,53021,23360
1371,05345,2209,45.6,58185,28411
1372,05346,4784,43.2,56964,28846
1373,05350,814,44.8,39792,20971
1374,05352,825,49.7,62813,30340
1375,05353,1061,49.6,54191,36008
1376,05354,2248,44.9,62396,28684
1377,05355,669,45.5,40819,22940
1378,05356,900,46.5,43309,35735
1379,05358,214,48.5,39485,35807
1380,05359,597,53.9,44306,34231
1381,05360,231,38.4,48542,30904
1382,05361,963,40.4,50179,21070
1383,05362,106,51.5,87917,40164
1384,05363,2334,49,57697,32259
1385,05401,27979,27.8,37480,26070
1386,05403,17317,40.7,63368,36734
1387,05404,7100,32.6,44405,23931
1388,05405,3968,19.5,,8288
1389,05408,10525,41.9,56302,28126
1390,05439,1595,19.9,,9007
1391,05440,1870,41.4,40926,25120
1392,05441,1079,36.1,63011,22913
1393,05442,341,40.9,59286,23891
1394,05443,6614,45,62841,28428
1395,05444,1756,41.4,65656,29922
1396,05445,3739,45.3,91389,53628
1397,05446,15654,37.2,67660,32838
1398,05447,89,48.3,36500,24178
1399,05448,1167,46,56761,36566
1400,05450,4645,40.5,51761,23833
1401,05452,19623,38.9,74443,34381
1402,05454,4680,37.8,70843,27638
1403,05455,1058,42.7,52188,22647
1404,05456,1415,41.5,66090,27059
1405,05457,1652,45.2,51316,27789
1406,05458,2062,46.1,70714,39136
1407,05459,2390,27.9,49321,19508
1408,05461,4504,41.2,77841,38119
1409,05462,1957,42.8,68710,33450
1410,05463,512,44.1,61250,27185
1411,05464,2764,37.7,64276,29614
1412,05465,5295,41.1,89304,38941
